Speaker,Utterance,Dialogue_Act,classID,Idx,tokenNum,labels,change_speaker,context
b,yes,answElab,3,2747,1,L3,0,@ it is f @ yes
a,okay,ackn,1,2748,1,L1,1,# yes @ okay
a,just bear with me,hold,19,2749,4,L19,0,@ okay @ just bear with me
a,it's right yes there has been um a line at that property so just bear with me one moment,inform,21,2750,19,L21,0,@ just bear with me @ it's right yes there has been um a line at that property so just bear with me one moment
b,that's it,ackn,1,2751,2,L1,1,# it's right yes there has been um a line at that property so just bear with me one moment @ that's it
b,lovely,appreciate,4,2752,1,L4,0,@ that's it @ lovely
b,thank you,thank,37,2753,2,L37,0,@ lovely @ thank you
b,now i remember,inform,21,2754,3,L21,0,@ thank you @ now i remember
a,right,ackn,1,2755,1,L1,1,# now i remember @ right
a,yes,ackn,1,2756,1,L1,0,@ right @ yes
a,there has been um a line at that property,inform,21,2757,9,L21,0,@ yes @ there has been um a line at that property
a,so,init,25,2758,1,L25,0,@ there has been um a line at that property @ so
a,just bear with me one moment,hold,19,2759,6,L19,0,@ so @ just bear with me one moment
b,right,ackn,1,2760,1,L1,1,# just bear with me one moment @ right
b,oh hello,greet,18,2761,2,L18,0,@ right @ oh hello
b,i'm trying to um change one of my Friends And Family numbers,informIntent,24,2762,12,L24,0,@ oh hello @ i'm trying to um change one of my Friends And Family numbers
b,and i've been i can't seem to do it with all the automated service,inform,21,2763,14,L21,0,@ i'm trying to um change one of my Friends And Family numbers @ and i've been i can't seem to do it with all the automated service
a,with the,backch,5,2764,2,L5,1,# and i've been i can't seem to do it with all the automated service @ with the
a,oh right,ackn,1,2765,2,L1,0,@ with the @ oh right
a,and what's your phone number please,reqInfo,33,2766,6,L33,0,@ oh right @ and what's your phone number please
b,um it's yeah it's missus and it's thanks,answ,2,2767,8,L2,1,# and what's your phone number please @ um it's yeah it's missus and it's thanks
a,yeah,ackn,1,2768,1,L1,1,# um it's yeah it's missus and it's thanks @ yeah
a,yeah,backch,5,2769,1,L5,0,@ yeah @ yeah
a,thank you and could you just confirm your full name and the address including the post code please uh hm yeah thank you missus i'll just get your lists on here okay,thank,37,2770,32,L37,0,@ yeah @ thank you and could you just confirm your full name and the address including the post code please uh hm yeah thank you missus i'll just get your lists on here okay
a,and could you just confirm your full name and the address including the post code please,reqInfo,33,2771,16,L33,0,@ thank you and could you just confirm your full name and the address including the post code please uh hm yeah thank you missus i'll just get your lists on here okay @ and could you just confirm your full name and the address including the post code please
b,yeah,answ,2,2772,1,L2,1,# and could you just confirm your full name and the address including the post code please @ yeah
b,it's missus and it's thanks,answElab,3,2773,5,L3,0,@ yeah @ it's missus and it's thanks
a,uh hm,ackn,1,2774,2,L1,1,# it's missus and it's thanks @ uh hm
a,yeah,ackn,1,2775,1,L1,0,@ uh hm @ yeah
a,thank you missus i'll just get your lists on here okay,thank,37,2776,11,L37,0,@ yeah @ thank you missus i'll just get your lists on here okay
a,i'll just get your lists on here,informIntent,24,2777,7,L24,0,@ thank you missus i'll just get your lists on here okay @ i'll just get your lists on here
a,okay,ackn,1,2778,1,L1,0,@ i'll just get your lists on here @ okay
b,thanks,thank,37,2779,1,L37,1,# okay @ thanks
b,um actually this is a missus phoning i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my,identifySelf,20,2780,32,L20,0,@ thanks @ um actually this is a missus phoning i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my
b,i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred,inform,21,2781,32,L21,0,@ um actually this is a missus phoning i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my @ i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred
b,uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get,inform,21,2782,32,L21,0,@ i got a phone bill in uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred @ uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get
a,yes,ackn,1,2783,1,L1,1,# uh it's for pound um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get @ yes
b,um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto,inform,21,2784,32,L21,1,# yes @ um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto
b,and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto a mobile phone i got and i've,inform,21,2785,32,L21,0,@ um my phone had been outta order and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto @ and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto a mobile phone i got and i've
b,you had transferred the calls,informDisc,23,2786,5,L23,0,@ and i've got a list here on my own mobile phone numbers you had transferred the calls because i couldn't get any calls in onto a mobile phone i got and i've @ you had transferred the calls
b,because i couldn't get any calls in,inform,21,2787,7,L21,0,@ you had transferred the calls @ because i couldn't get any calls in
a,right,ackn,1,2788,1,L1,1,# because i couldn't get any calls in @ right
b,onto a mobile phone i got,informCont,22,2789,6,L22,1,# right @ onto a mobile phone i got
b,and i've got the bill for,inform,21,2790,6,L21,0,@ onto a mobile phone i got @ and i've got the bill for
b,i don't understand it at all,inform,21,2791,6,L21,0,@ and i've got the bill for @ i don't understand it at all
a,right,backch,5,2792,1,L5,1,# i don't understand it at all @ right
b,hello,greet,18,2793,1,L18,1,# right @ hello
b,good morning,greet,18,2794,2,L18,0,@ hello @ good morning
b,i've got um a telephone number in my house,inform,21,2795,9,L21,0,@ good morning @ i've got um a telephone number in my house
b,i've got uh extensions,inform,21,2796,4,L21,0,@ i've got um a telephone number in my house @ i've got uh extensions
b,yeah,ackn,1,2797,1,L1,0,@ i've got uh extensions @ yeah
b,not an extension,correctSelf,39,2798,3,L39,0,@ yeah @ not an extension
b,i've got lines,inform,21,2799,3,L21,0,@ not an extension @ i've got lines
a,right,backch,5,2800,1,L5,1,# i've got lines @ right
a,right,ackn,1,2801,1,L1,0,@ right @ right
b,and the one i'm speaking from is okay,inform,21,2802,8,L21,1,# right @ and the one i'm speaking from is okay
a,mm hm,ackn,1,2803,2,L1,1,# and the one i'm speaking from is okay @ mm hm
a,i'm just gonna get the details on that,informIntent,24,2804,8,L24,0,@ mm hm @ i'm just gonna get the details on that
a,right okay,ackn,1,2805,2,L1,0,@ i'm just gonna get the details on that @ right okay
a,can you just confirm your name and the address for me,reqInfo,33,2806,11,L33,0,@ right okay @ can you just confirm your name and the address for me
b,it's the in here,identifySelf,20,2807,4,L20,1,# can you just confirm your name and the address for me @ it's the in here
a,hi,greet,18,2808,1,L18,1,# it's the in here @ hi
b,i'll tell you what it is,informIntent,24,2809,6,L24,1,# hi @ i'll tell you what it is
b,i'll give you the customer's telephone number,informIntent,24,2810,7,L24,0,@ i'll tell you what it is @ i'll give you the customer's telephone number
a,mm hmm,backch,5,2811,2,L5,1,# i'll give you the customer's telephone number @ mm hmm
a,yeah,ackn,1,2812,1,L1,0,@ mm hmm @ yeah
a,what's what's the problem,reqInfo,33,2813,4,L33,0,@ yeah @ what's what's the problem
b,you i think she should be on low user,answ,2,2814,9,L2,1,# what's what's the problem @ you i think she should be on low user
b,ah ah you can hear me can you,reqInfo,33,2815,8,L33,0,@ you i think she should be on low user @ ah ah you can hear me can you
a,i can,answ,2,2816,2,L2,1,# ah ah you can hear me can you @ i can
a,yeah,answElab,3,2817,1,L3,0,@ i can @ yeah
b,i've just been through to two people,inform,21,2818,7,L21,1,# yeah @ i've just been through to two people
b,and they all i could get was hello hello and where they couldn't hear me,inform,21,2819,15,L21,0,@ i've just been through to two people @ and they all i could get was hello hello and where they couldn't hear me
a,right,ackn,1,2820,1,L1,1,# and they all i could get was hello hello and where they couldn't hear me @ right
a,yeah,ackn,1,2821,1,L1,0,@ right @ yeah
a,i'm sorry,expressRegret,16,2822,2,L16,0,@ yeah @ i'm sorry
a,we've actually got some problems with our phone system this morning,inform,21,2823,11,L21,0,@ i'm sorry @ we've actually got some problems with our phone system this morning
b,oh right okay,ackn,1,2824,3,L1,1,# we've actually got some problems with our phone system this morning @ oh right okay
a,right,init,25,2825,1,L25,1,# oh right okay @ right
a,what was it actually regarding,reqInfo,33,2826,5,L33,0,@ right @ what was it actually regarding
b,all it is is an enquiry really,answ,2,2827,7,L2,1,# what was it actually regarding @ all it is is an enquiry really
b,can a a call be restricted in time a length length of a call,reqInfo,33,2828,14,L33,0,@ all it is is an enquiry really @ can a a call be restricted in time a length length of a call
b,um what it is is i asked for uh um oh you know where they can't dial out the kids one of them uh call barring,inform,21,2829,26,L21,0,@ can a a call be restricted in time a length length of a call @ um what it is is i asked for uh um oh you know where they can't dial out the kids one of them uh call barring
b,yeah,ackn,1,2830,1,L1,0,@ um what it is is i asked for uh um oh you know where they can't dial out the kids one of them uh call barring @ yeah
a,call barring,echo,12,2831,2,L12,1,# yeah @ call barring
a,yeah,ackn,1,2832,1,L1,0,@ call barring @ yeah
b,um and it's a wrong number,inform,21,2833,6,L21,1,# yeah @ um and it's a wrong number
b,it won't accept me pin,inform,21,2834,5,L21,0,@ um and it's a wrong number @ it won't accept me pin
b,now,init,25,2835,1,L25,0,@ it won't accept me pin @ now
b,i did phone up last week about it,inform,21,2836,8,L21,0,@ now @ i did phone up last week about it
b,and they said they have to send the pin through the phone,inform,21,2837,12,L21,0,@ i did phone up last week about it @ and they said they have to send the pin through the phone
b,but i still haven't had the pin,inform,21,2838,7,L21,0,@ and they said they have to send the pin through the phone @ but i still haven't had the pin
b,and it's like over a week now,inform,21,2839,7,L21,0,@ but i still haven't had the pin @ and it's like over a week now
b,and i haven't been able to use my phone,inform,21,2840,9,L21,0,@ and it's like over a week now @ and i haven't been able to use my phone
a,mm,backch,5,2841,1,L5,1,# and i haven't been able to use my phone @ mm
a,ah okay,ackn,1,2842,2,L1,0,@ mm @ ah okay
a,let's have a look,informIntent,24,2843,4,L24,0,@ ah okay @ let's have a look
a,have you got your account number with you customer number,reqInfo,33,2844,10,L33,0,@ let's have a look @ have you got your account number with you customer number
b,yeah,answ,2,2845,1,L2,1,# have you got your account number with you customer number @ yeah
b,it's right um double yeah right okay alright then thanks very much thanks bye,answElab,3,2846,14,L3,0,@ yeah @ it's right um double yeah right okay alright then thanks very much thanks bye
a,yeah,backch,5,2847,1,L5,1,# it's right um double yeah right okay alright then thanks very much thanks bye @ yeah
a,yeah,backch,5,2848,1,L5,0,@ yeah @ yeah
a,okay,ackn,1,2849,1,L1,0,@ yeah @ okay
a,that's all i need,inform,21,2850,4,L21,0,@ okay @ that's all i need
a,thank you,thank,37,2851,2,L37,0,@ that's all i need @ thank you
a,and if you could confirm the name and the address for me,reqInfo,33,2852,12,L33,0,@ thank you @ and if you could confirm the name and the address for me
